15:30:00,272	0.030024	22721.77
15:30:00,272	0.002157	22722.26
15:30:00,272	0.000616	22722.4
15:30:00,272	0.001408	22722.72
15:30:00,272	0.000000	22722.72
15:30:00,272	0.000176	22722.76
15:30:00,273	-0.056595	22709.9
15:30:00,273	0.055174	22722.43
15:30:00,274	-0.015887	22718.82
15:30:00,274	0.000000	22718.82
15:30:00,275	0.000000	22718.82
15:30:00,275	0.000000	22718.82
15:30:00,275	0.000000	22718.82
15:30:00,275	0.000000	22718.82
15:30:00,275	0.000000	22718.82
15:30:00,275	0.000088	22718.84
15:30:00,276	-0.015186	22715.39
15:30:00,276	0.000000	22715.39
15:30:00,276	0.015188	22718.84
15:30:00,288	0.000000	22718.84
15:30:00,289	0.000000	22718.84
15:30:00,294	0.000000	22718.84
15:30:00,296	-0.029799	22712.07
15:30:00,296	0.002730	22712.69
15:30:00,296	0.027077	22718.84
15:30:00,296	0.000836	22719.03
15:30:00,296	0.000044	22719.04
15:30:00,298	0.000000	22719.04
15:30:00,298	0.000000	22719.04
15:30:00,302	0.000000	22719.04
15:30:00,302	0.004930	22720.16
15:30:00,303	0.000000	22720.16
15:30:00,303	0.000000	22720.16
15:30:00,303	0.000000	22720.16
15:30:00,305	-0.009375	22718.03
15:30:00,306	0.000000	22718.03
15:30:00,306	-0.000836	22717.84
15:30:00,306	-0.001585	22717.48
15:30:00,306	0.011797	22720.16
15:30:00,306	0.005194	22721.34
15:30:00,306	0.004005	22722.25
15:30:00,306	0.001408	22722.57
15:30:00,306	0.000880	22722.77
15:30:00,306	0.001012	22723
15:30:00,306	0.000572	22723.13
15:30:00,308	-0.001628	22722.76
15:30:00,308	0.001628	22723.13
15:30:00,309	0.000000	22723.13
15:30:00,312	0.008450	22725.05
15:30:00,312	0.005765	22726.36
15:30:00,320	0.000000	22726.36
15:30:00,320	-0.003476	22725.57
15:30:00,320	-0.013729	22722.45
15:30:00,320	-0.000308	22722.38
15:30:00,320	-0.001452	22722.05
15:30:00,320	-0.000220	22722
15:30:00,323	0.019188	22726.36
15:30:00,325	0.000000	22726.36
15:30:00,328	0.000000	22726.36
15:30:00,332	0.000000	22726.36
15:30:00,332	0.000000	22726.36
15:30:00,332	0.007348	22728.03
15:30:00,332	0.000000	22728.03
15:30:00,332	0.007656	22729.77
15:30:00,332	0.000836	22729.96
15:30:00,333	-0.009811	22727.73
15:30:00,333	0.009812	22729.96
15:30:00,333	0.000044	22729.97
15:30:00,333	0.000088	22729.99
15:30:00,333	0.000044	22730
15:30:00,333	0.000000	22730
15:30:00,333	0.000000	22730
15:30:00,333	0.000000	22730
15:30:00,333	0.000000	22730
15:30:00,333	0.000000	22730
15:30:00,333	0.000000	22730
15:30:00,333	0.000000	22730
15:30:00,338	-0.008183	22728.14
15:30:00,338	0.000000	22728.14
15:30:00,339	0.007964	22729.95
15:30:00,339	0.000220	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000000	22730
15:30:00,339	0.000396	22730.09
15:30:00,339	0.000308	22730.16
